0,0,0,0,0,0
10,0.0100453,0.0201823,0.104807,1.92897,19.2897
20,0.0201925,0.0407804,0.221898,1.92897,19.2897
30,0.0304437,0.0618116,0.354541,1.92897,19.2897
40,0.0408012,0.0832947,0.507507,1.92897,19.2897
50,0.051267,0.105249,0.688172,1.92897,19.2897
60,0.0618435,0.127697,0.908834,1.92897,19.2897
70,0.072533,0.15066,1.19239,1.92897,19.2897
80,0.0833381,0.174163,1.58964,1.92897,19.2897
90,0.0942612,0.198232,2.25841,1.92897,19.2897
100,0.105305,0.222894,4.18738,1.92897,19.2897
110,0.116472,0.24818,4.18738,1.92897,19.2897
120,0.127765,0.274121,4.18738,1.92897,19.2897
130,0.139187,0.300754,4.18738,1.92897,19.2897
140,0.150742,0.328115,4.18738,1.92897,19.2897
150,0.162431,0.356247,4.18738,1.92897,19.2897
160,0.174258,0.385192,4.18738,1.92897,19.2897
170,0.186227,0.415001,4.18738,1.92897,19.2897
180,0.198341,0.445725,4.18738,1.92897,19.2897
190,0.210604,0.477423,4.18738,1.92897,19.2897
200,0.223019,0.51016,4.18738,1.92897,19.2897
210,0.23559,0.544004,4.18738,1.92897,19.2897
220,0.24832,0.579033,4.18738,1.92897,19.2897
230,0.261216,0.615335,4.18738,1.92897,19.2897
240,0.274279,0.653004,4.18738,1.92897,19.2897
250,0.287516,0.692148,4.18738,1.92897,19.2897
260,0.30093,0.732887,4.18738,1.92897,19.2897
270,0.314526,0.775356,4.18738,1.92897,19.2897
280,0.32831,0.819709,4.18738,1.92897,19.2897
290,0.342286,0.866121,4.18738,1.92897,19.2897
300,0.356461,0.914792,4.18738,1.92897,19.2897
310,0.370839,0.965954,4.18738,1.92897,19.2897
320,0.385427,1.01988,4.18738,1.92897,19.2897
330,0.400231,1.07687,4.18738,1.92897,19.2897
340,0.415258,1.13731,4.18738,1.92897,19.2897
350,0.430514,1.20164,4.18738,1.92897,19.2897
360,0.446006,1.2704,4.18738,1.92897,19.2897
370,0.461742,1.34423,4.18738,1.92897,19.2897
380,0.477729,1.42396,4.18738,1.92897,19.2897
390,0.493977,1.51059,4.18738,1.92897,19.2897
400,0.510492,1.60545,4.18738,1.92897,19.2897
410,0.527286,1.71025,4.18738,1.92897,19.2897
420,0.544365,1.82734,4.18738,1.92897,19.2897
430,0.561742,1.95999,4.18738,1.92897,19.2897
440,0.579426,2.11295,4.18738,1.92897,19.2897
450,0.597428,2.29362,4.18738,1.92897,19.2897
460,0.615761,2.51428,4.18738,1.92897,19.2897
470,0.634435,2.79784,4.18738,1.92897,19.2897
480,0.653465,3.19508,4.18738,1.92897,19.2897
490,0.672864,3.86386,4.18738,1.92897,19.2897
500,0.692647,5.79282,4.18738,1.92897,19.2897
510,0.71283,5.79282,4.18738,1.92897,19.2897
520,0.733428,5.79282,4.18738,1.92897,19.2897
530,0.754459,5.79282,4.18738,1.92897,19.2897
540,0.775942,5.79282,4.18738,1.92897,19.2897
550,0.797897,5.79282,4.18738,1.92897,19.2897
560,0.820345,5.79282,4.18738,1.92897,19.2897
570,0.843308,5.79282,4.18738,1.92897,19.2897
580,0.866811,5.79282,4.18738,1.92897,19.2897
590,0.890879,5.79282,4.18738,1.92897,19.2897
600,0.915541,5.79282,4.18738,1.92897,19.2897
610,0.940827,5.79282,4.18738,1.92897,19.2897
620,0.966769,5.79282,4.18738,1.92897,19.2897
630,0.993402,5.79282,4.18738,1.92897,19.2897
640,1.02076,5.79282,4.18738,1.92897,19.2897
650,1.04889,5.79282,4.18738,1.92897,19.2897
660,1.07784,5.79282,4.18738,1.92897,19.2897
670,1.10765,5.79282,4.18738,1.92897,19.2897
680,1.13837,5.79282,4.18738,1.92897,19.2897
690,1.17007,5.79282,4.18738,1.92897,19.2897
700,1.20281,5.79282,4.18738,1.92897,19.2897
710,1.23665,5.79282,4.18738,1.92897,19.2897
720,1.27168,5.79282,4.18738,1.92897,19.2897
730,1.30798,5.79282,4.18738,1.92897,19.2897
740,1.34565,5.79282,4.18738,1.92897,19.2897
750,1.3848,5.79282,4.18738,1.92897,19.2897
760,1.42554,5.79282,4.18738,1.92897,19.2897
770,1.468,5.79282,4.18738,1.92897,19.2897
780,1.51236,5.79282,4.18738,1.92897,19.2897
790,1.55877,5.79282,4.18738,1.92897,19.2897
800,1.60744,5.79282,4.18738,1.92897,19.2897
810,1.6586,5.79282,4.18738,1.92897,19.2897
820,1.71252,5.79282,4.18738,1.92897,19.2897
830,1.76952,5.79282,4.18738,1.92897,19.2897
840,1.82996,5.79282,4.18738,1.92897,19.2897
850,1.89429,5.79282,4.18738,1.92897,19.2897
860,1.96305,5.79282,4.18738,1.92897,19.2897
870,2.03688,5.79282,4.18738,1.92897,19.2897
880,2.1166,5.79282,4.18738,1.92897,19.2897
890,2.20324,5.79282,4.18738,1.92897,19.2897
900,2.29809,5.79282,4.18738,1.92897,19.2897
910,2.4029,5.79282,4.18738,1.92897,19.2897
920,2.51999,5.79282,4.18738,1.92897,19.2897
930,2.65264,5.79282,4.18738,1.92897,19.2897
940,2.8056,5.79282,4.18738,1.92897,19.2897
950,2.98627,5.79282,4.18738,1.92897,19.2897
960,3.20693,5.79282,4.18738,1.92897,19.2897
970,3.49048,5.79282,4.18738,1.92897,19.2897
980,3.88773,5.79282,4.18738,1.92897,19.2897
990,4.5565,5.79282,4.18738,1.92897,19.2897
1000,6.48547,5.79282,4.18738,1.92897,19.2897
1010,6.48547,5.79282,4.18738,1.92897,19.2897
1020,6.48547,5.79282,4.18738,1.92897,19.2897
1030,6.48547,5.79282,4.18738,1.92897,19.2897
1040,6.48547,5.79282,4.18738,1.92897,19.2897
1050,6.48547,5.79282,4.18738,1.92897,19.2897
1060,6.48547,5.79282,4.18738,1.92897,19.2897
1070,6.48547,5.79282,4.18738,1.92897,19.2897
1080,6.48547,5.79282,4.18738,1.92897,19.2897
1090,6.48547,5.79282,4.18738,1.92897,19.2897
1100,6.48547,5.79282,4.18738,1.92897,19.2897
1110,6.48547,5.79282,4.18738,1.92897,19.2897
1120,6.48547,5.79282,4.18738,1.92897,19.2897
1130,6.48547,5.79282,4.18738,1.92897,19.2897
1140,6.48547,5.79282,4.18738,1.92897,19.2897
1150,6.48547,5.79282,4.18738,1.92897,19.2897
1160,6.48547,5.79282,4.18738,1.92897,19.2897
1170,6.48547,5.79282,4.18738,1.92897,19.2897
1180,6.48547,5.79282,4.18738,1.92897,19.2897
1190,6.48547,5.79282,4.18738,1.92897,19.2897
1200,6.48547,5.79282,4.18738,1.92897,19.2897
